o,d,mode,component,value,status
101,104,bus,gc,23.189,derived
101,301,bus,gc,18.092,derived
101,302,bus,gc,20.468,derived
101,303,bus,gc,22.247,derived
101,304,bus,gc,33.777,derived
102,201,bus,gc,65.530,assumed
102,202,bus,gc,42.274,derived
102,203,bus,gc,65.541,derived
102,204,bus,gc,58.009,derived
102,205,bus,gc,53.367,derived
102,206,bus,gc,52.136,derived
102,207,bus,gc,48.788,derived
102,208,bus,gc,42.984,derived
102,209,bus,gc,39.615,derived
102,210,bus,gc,36.898,derived
102,211,bus,gc,32.895,derived
102,212,bus,gc,21.856,derived
102,213,bus,gc,56.379,derived
102,214,bus,gc,39.670,derived
102,215,bus,gc,30.002,derived
102,216,bus,gc,60.258,derived
102,217,bus,gc,47.081,derived
102,101,bus,gc,14.704,derived
102,102,bus,gc,,not_skimmed
102,103,bus,gc,13.061,derived
102,104,bus,gc,17.985,derived
102,301,bus,gc,44.489,derived
102,302,bus,gc,29.337,derived
102,303,bus,gc,33.683,derived
102,304,bus,gc,34.875,derived
103,201,bus,gc,65.024,assumed
103,202,bus,gc,40.044,derived
103,203,bus,gc,63.312,derived
103,204,bus,gc,55.781,derived
103,205,bus,gc,51.137,derived
103,206,bus,gc,49.908,derived
103,207,bus,gc,46.557,derived
103,208,bus,gc,40.754,derived
103,209,bus,gc,37.387,derived
103,210,bus,gc,36.862,derived
103,211,bus,gc,32.908,derived
103,212,bus,gc,21.849,derived
103,213,bus,gc,54.176,derived
103,214,bus,gc,65.218,derived
103,215,bus,gc,36.938,derived
103,216,bus,gc,64.343,derived
103,217,bus,gc,50.773,derived
103,101,bus,gc,21.701,derived
103,102,bus,gc,13.360,derived
103,103,bus,gc,,not_skimmed
103,104,bus,gc,17.019,derived
103,301,bus,gc,39.441,derived
103,302,bus,gc,27.133,derived
103,303,bus,gc,35.252,derived
103,304,bus,gc,34.860,derived
104,201,bus,gc,63.117,assumed
104,202,bus,gc,39.495,derived
104,203,bus,gc,62.764,derived
104,204,bus,gc,55.232,derived
104,205,bus,gc,50.588,derived
104,206,bus,gc,46.389,derived
104,207,bus,gc,43.039,derived
104,208,bus,gc,37.236,derived
104,209,bus,gc,33.838,derived
104,210,bus,gc,33.999,derived
104,211,bus,gc,28.905,derived
104,212,bus,gc,17.793,derived
104,213,bus,gc,21.472,derived
104,214,bus,gc,61.449,derived
104,215,bus,gc,40.927,derived
104,216,bus,gc,68.460,derived
104,217,bus,gc,55.022,derived
104,101,bus,gc,23.075,derived
104,102,bus,gc,17.519,derived
104,103,bus,gc,15.989,derived
104,104,bus,gc,,not_skimmed
104,301,bus,gc,60.319,derived
104,302,bus,gc,44.364,derived
104,303,bus,gc,32.244,derived
104,304,bus,gc,22.045,derived
301,201,bus,gc,73.058,assumed
301,202,bus,gc,62.793,assumed
301,203,bus,gc,72.164,assumed
301,204,bus,gc,66.957,assumed
301,205,bus,gc,63.445,assumed
301,206,bus,gc,67.923,assumed
301,207,bus,gc,59.974,assumed
301,208,bus,gc,57.667,assumed
301,209,bus,gc,49.004,derived
301,210,bus,gc,50.546,derived
301,211,bus,gc,42.927,derived
301,212,bus,gc,32.920,derived
301,213,bus,gc,67.709,derived
301,214,bus,gc,71.654,assumed
301,215,bus,gc,60.293,assumed
301,216,bus,gc,83.723,assumed
301,217,bus,gc,79.978,assumed
301,101,bus,gc,22.234,derived
301,102,bus,gc,38.761,derived
301,103,bus,gc,34.406,derived
301,104,bus,gc,52.510,derived
301,301,bus,gc,,not_skimmed
301,302,bus,gc,21.165,derived
301,303,bus,gc,21.723,derived
301,304,bus,gc,31.116,derived
302,201,bus,gc,69.278,assumed
302,202,bus,gc,59.013,assumed
302,203,bus,gc,68.384,assumed
302,204,bus,gc,63.177,assumed
302,205,bus,gc,59.665,assumed
302,206,bus,gc,64.143,assumed
302,207,bus,gc,56.194,assumed
302,208,bus,gc,53.889,assumed
302,209,bus,gc,41.238,derived
302,210,bus,gc,42.609,derived
302,211,bus,gc,35.060,derived
302,212,bus,gc,25.013,derived
302,213,bus,gc,58.124,derived
302,214,bus,gc,67.939,assumed
302,215,bus,gc,60.510,assumed
302,216,bus,gc,83.942,assumed
302,217,bus,gc,80.195,assumed
302,101,bus,gc,32.323,derived
302,102,bus,gc,31.259,derived
302,103,bus,gc,26.904,derived
302,104,bus,gc,44.924,derived
302,301,bus,gc,29.929,derived
302,302,bus,gc,,not_skimmed
302,303,bus,gc,12.660,derived
302,304,bus,gc,24.029,derived
303,201,bus,gc,64.605,assumed
303,202,bus,gc,54.340,assumed
303,203,bus,gc,56.568,derived
303,204,bus,gc,58.504,assumed
303,205,bus,gc,54.992,assumed
303,206,bus,gc,45.181,derived
303,207,bus,gc,51.521,assumed
303,208,bus,gc,38.623,derived
303,209,bus,gc,36.796,derived
303,210,bus,gc,37.327,derived
303,211,bus,gc,30.148,derived
303,212,bus,gc,20.422,derived
303,213,bus,gc,50.760,derived
303,214,bus,gc,66.265,assumed
303,215,bus,gc,60.177,assumed
303,216,bus,gc,83.609,assumed
303,217,bus,gc,79.862,assumed
303,101,bus,gc,31.785,derived
303,102,bus,gc,33.295,derived
303,103,bus,gc,18.976,derived
303,104,bus,gc,31.813,derived
303,301,bus,gc,27.574,derived
303,302,bus,gc,17.115,derived
303,303,bus,gc,,not_skimmed
303,304,bus,gc,19.075,derived
304,201,bus,gc,62.482,assumed
304,202,bus,gc,52.217,assumed
304,203,bus,gc,61.552,derived
304,204,bus,gc,56.381,assumed
304,205,bus,gc,52.870,assumed
304,206,bus,gc,50.165,derived
304,207,bus,gc,49.398,assumed
304,208,bus,gc,43.607,derived
304,209,bus,gc,33.372,derived
304,210,bus,gc,33.793,derived
304,211,bus,gc,26.504,derived
304,212,bus,gc,16.138,derived
304,213,bus,gc,36.755,derived
304,214,bus,gc,64.143,assumed
304,215,bus,gc,61.403,assumed
304,216,bus,gc,85.083,assumed
304,217,bus,gc,81.336,assumed
304,101,bus,gc,45.409,derived
304,102,bus,gc,42.789,derived
304,103,bus,gc,36.195,derived
304,104,bus,gc,27.978,derived
304,301,bus,gc,36.413,derived
304,302,bus,gc,27.890,derived
304,303,bus,gc,15.202,derived
304,304,bus,gc,,not_skimmed
201,201,bus,ivt_scheduled,,not_skimmed
201,202,bus,ivt_scheduled,10.730,derived
201,203,bus,ivt_scheduled,13.470,derived
201,204,bus,ivt_scheduled,16.980,derived
201,205,bus,ivt_scheduled,18.230,derived
201,206,bus,ivt_scheduled,,assumed
201,207,bus,ivt_scheduled,,assumed
201,208,bus,ivt_scheduled,,assumed
201,209,bus,ivt_scheduled,37.750,derived
201,210,bus,ivt_scheduled,,assumed
201,211,bus,ivt_scheduled,,assumed
201,212,bus,ivt_scheduled,,assumed
201,213,bus,ivt_scheduled,,assumed
201,214,bus,ivt_scheduled,,assumed
201,215,bus,ivt_scheduled,,assumed
201,216,bus,ivt_scheduled,,assumed
201,217,bus,ivt_scheduled,,assumed
201,101,bus,ivt_scheduled,,assumed
201,102,bus,ivt_scheduled,,assumed
201,103,bus,ivt_scheduled,,assumed
201,104,bus,ivt_scheduled,,assumed
201,301,bus,ivt_scheduled,,assumed
201,302,bus,ivt_scheduled,,assumed
201,303,bus,ivt_scheduled,,assumed
201,304,bus,ivt_scheduled,,assumed
202,201,bus,ivt_scheduled,6.100,derived
202,202,bus,ivt_scheduled,,not_skimmed
202,203,bus,ivt_scheduled,5.020,derived
202,204,bus,ivt_scheduled,8.580,derived
202,205,bus,ivt_scheduled,8.980,derived
202,206,bus,ivt_scheduled,15.980,derived
202,207,bus,ivt_scheduled,21.980,derived
202,208,bus,ivt_scheduled,23.980,derived
202,209,bus,ivt_scheduled,30.980,derived
202,210,bus,ivt_scheduled,32.980,derived
202,211,bus,ivt_scheduled,17.980,derived
202,212,bus,ivt_scheduled,24.980,derived
202,213,bus,ivt_scheduled,,assumed
202,214,bus,ivt_scheduled,,assumed
202,215,bus,ivt_scheduled,,assumed
202,216,bus,ivt_scheduled,,assumed
202,217,bus,ivt_scheduled,,assumed
202,101,bus,ivt_scheduled,41.600,derived
202,102,bus,ivt_scheduled,36.980,derived
202,103,bus,ivt_scheduled,34.430,derived
202,104,bus,ivt_scheduled,26.980,derived
202,301,bus,ivt_scheduled,,assumed
202,302,bus,ivt_scheduled,,assumed
202,303,bus,ivt_scheduled,,assumed
202,304,bus,ivt_scheduled,,assumed
203,201,bus,ivt_scheduled,5.500,derived
203,202,bus,ivt_scheduled,4.020,derived
203,203,bus,ivt_scheduled,,not_skimmed
203,204,bus,ivt_scheduled,3.820,derived
203,205,bus,ivt_scheduled,4.970,derived
203,206,bus,ivt_scheduled,11.970,derived
203,207,bus,ivt_scheduled,15.150,derived
203,208,bus,ivt_scheduled,17.150,derived
203,209,bus,ivt_scheduled,24.280,derived
203,210,bus,ivt_scheduled,27.970,derived
203,211,bus,ivt_scheduled,33.450,derived
203,212,bus,ivt_scheduled,40.250,derived
203,213,bus,ivt_scheduled,,assumed
203,214,bus,ivt_scheduled,,assumed
203,215,bus,ivt_scheduled,,assumed
203,216,bus,ivt_scheduled,,assumed
203,217,bus,ivt_scheduled,,assumed
203,101,bus,ivt_scheduled,56.970,derived
203,102,bus,ivt_scheduled,52.650,derived
203,103,bus,ivt_scheduled,49.970,derived
203,104,bus,ivt_scheduled,42.280,derived
203,301,bus,ivt_scheduled,,assumed
203,302,bus,ivt_scheduled,,assumed
203,303,bus,ivt_scheduled,30.500,derived
203,304,bus,ivt_scheduled,27.500,derived
204,201,bus,ivt_scheduled,7.030,derived
204,202,bus,ivt_scheduled,5.670,derived
204,203,bus,ivt_scheduled,1.650,derived
204,204,bus,ivt_scheduled,,not_skimmed
204,205,bus,ivt_scheduled,1.250,derived
204,206,bus,ivt_scheduled,8.150,derived
204,207,bus,ivt_scheduled,16.150,derived
204,208,bus,ivt_scheduled,18.150,derived
204,209,bus,ivt_scheduled,20.770,derived
204,210,bus,ivt_scheduled,24.400,derived
204,211,bus,ivt_scheduled,29.880,derived
204,212,bus,ivt_scheduled,36.680,derived
204,213,bus,ivt_scheduled,,assumed
204,214,bus,ivt_scheduled,,assumed
204,215,bus,ivt_scheduled,,assumed
204,216,bus,ivt_scheduled,,assumed
204,217,bus,ivt_scheduled,,assumed
204,101,bus,ivt_scheduled,53.400,derived
204,102,bus,ivt_scheduled,49.080,derived
204,103,bus,ivt_scheduled,46.400,derived
204,104,bus,ivt_scheduled,38.720,derived
204,301,bus,ivt_scheduled,,assumed
204,302,bus,ivt_scheduled,,assumed
204,303,bus,ivt_scheduled,,assumed
204,304,bus,ivt_scheduled,,assumed
205,201,bus,ivt_scheduled,9.030,derived
205,202,bus,ivt_scheduled,7.330,derived
205,203,bus,ivt_scheduled,3.580,derived
205,204,bus,ivt_scheduled,2.000,derived
205,205,bus,ivt_scheduled,,not_skimmed
205,206,bus,ivt_scheduled,2.800,derived
205,207,bus,ivt_scheduled,7.000,derived
205,208,bus,ivt_scheduled,9.150,derived
205,209,bus,ivt_scheduled,15.000,derived
205,210,bus,ivt_scheduled,24.000,derived
205,211,bus,ivt_scheduled,29.480,derived
205,212,bus,ivt_scheduled,36.280,derived
205,213,bus,ivt_scheduled,,assumed
205,214,bus,ivt_scheduled,,assumed
205,215,bus,ivt_scheduled,,assumed
205,216,bus,ivt_scheduled,,assumed
205,217,bus,ivt_scheduled,,assumed
205,101,bus,ivt_scheduled,53.000,derived
205,102,bus,ivt_scheduled,48.680,derived
205,103,bus,ivt_scheduled,46.000,derived
205,104,bus,ivt_scheduled,38.320,derived
205,301,bus,ivt_scheduled,,assumed
205,302,bus,ivt_scheduled,,assumed
205,303,bus,ivt_scheduled,,assumed
205,304,bus,ivt_scheduled,,assumed
206,201,bus,ivt_scheduled,,assumed
206,202,bus,ivt_scheduled,17.670,derived
206,203,bus,ivt_scheduled,13.230,derived
206,204,bus,ivt_scheduled,10.650,derived
206,205,bus,ivt_scheduled,7.730,derived
206,206,bus,ivt_scheduled,,not_skimmed
206,207,bus,ivt_scheduled,5.880,derived
206,208,bus,ivt_scheduled,8.180,derived
206,209,bus,ivt_scheduled,14.230,derived
206,210,bus,ivt_scheduled,22.670,derived
206,211,bus,ivt_scheduled,28.180,derived
206,212,bus,ivt_scheduled,35.680,derived
206,213,bus,ivt_scheduled,43.980,derived
206,214,bus,ivt_scheduled,,assumed
206,215,bus,ivt_scheduled,,assumed
206,216,bus,ivt_scheduled,,assumed
206,217,bus,ivt_scheduled,52.850,derived
206,101,bus,ivt_scheduled,51.000,derived
206,102,bus,ivt_scheduled,46.680,derived
206,103,bus,ivt_scheduled,44.000,derived
206,104,bus,ivt_scheduled,36.320,derived
206,301,bus,ivt_scheduled,,assumed
206,302,bus,ivt_scheduled,,assumed
206,303,bus,ivt_scheduled,24.000,derived
206,304,bus,ivt_scheduled,21.000,derived
207,201,bus,ivt_scheduled,,assumed
207,202,bus,ivt_scheduled,19.000,derived
207,203,bus,ivt_scheduled,14.980,derived
207,204,bus,ivt_scheduled,13.330,derived
207,205,bus,ivt_scheduled,11.500,derived
207,206,bus,ivt_scheduled,1.970,derived
207,207,bus,ivt_scheduled,,not_skimmed
207,208,bus,ivt_scheduled,2.150,derived
207,209,bus,ivt_scheduled,8.000,derived
207,210,bus,ivt_scheduled,17.350,derived
207,211,bus,ivt_scheduled,22.900,derived
207,212,bus,ivt_scheduled,29.700,derived
207,213,bus,ivt_scheduled,38.000,derived
207,214,bus,ivt_scheduled,,assumed
207,215,bus,ivt_scheduled,,assumed
207,216,bus,ivt_scheduled,,assumed
207,217,bus,ivt_scheduled,49.870,derived
207,101,bus,ivt_scheduled,46.000,derived
207,102,bus,ivt_scheduled,41.680,derived
207,103,bus,ivt_scheduled,39.000,derived
207,104,bus,ivt_scheduled,31.320,derived
207,301,bus,ivt_scheduled,,assumed
207,302,bus,ivt_scheduled,,assumed
207,303,bus,ivt_scheduled,,assumed
207,304,bus,ivt_scheduled,,assumed
208,201,bus,ivt_scheduled,,assumed
208,202,bus,ivt_scheduled,21.530,derived
208,203,bus,ivt_scheduled,14.580,derived
208,204,bus,ivt_scheduled,15.920,derived
208,205,bus,ivt_scheduled,13.000,derived
208,206,bus,ivt_scheduled,5.000,derived
208,207,bus,ivt_scheduled,2.700,derived
208,208,bus,ivt_scheduled,,not_skimmed
208,209,bus,ivt_scheduled,5.850,derived
208,210,bus,ivt_scheduled,14.850,derived
208,211,bus,ivt_scheduled,20.330,derived
208,212,bus,ivt_scheduled,27.130,derived
208,213,bus,ivt_scheduled,35.600,derived
208,214,bus,ivt_scheduled,,assumed
208,215,bus,ivt_scheduled,,assumed
208,216,bus,ivt_scheduled,,assumed
208,217,bus,ivt_scheduled,48.180,derived
208,101,bus,ivt_scheduled,43.850,derived
208,102,bus,ivt_scheduled,39.530,derived
208,103,bus,ivt_scheduled,36.850,derived
208,104,bus,ivt_scheduled,29.170,derived
208,301,bus,ivt_scheduled,,assumed
208,302,bus,ivt_scheduled,,assumed
208,303,bus,ivt_scheduled,20.000,derived
208,304,bus,ivt_scheduled,17.000,derived
209,201,bus,ivt_scheduled,25.270,derived
209,202,bus,ivt_scheduled,28.000,derived
209,203,bus,ivt_scheduled,22.320,derived
209,204,bus,ivt_scheduled,20.000,derived
209,205,bus,ivt_scheduled,18.000,derived
209,206,bus,ivt_scheduled,10.330,derived
209,207,bus,ivt_scheduled,9.000,derived
209,208,bus,ivt_scheduled,5.350,derived
209,209,bus,ivt_scheduled,,not_skimmed
209,210,bus,ivt_scheduled,9.000,derived
209,211,bus,ivt_scheduled,14.650,derived
209,212,bus,ivt_scheduled,21.450,derived
209,213,bus,ivt_scheduled,29.750,derived
209,214,bus,ivt_scheduled,,assumed
209,215,bus,ivt_scheduled,,assumed
209,216,bus,ivt_scheduled,,assumed
209,217,bus,ivt_scheduled,41.380,derived
209,101,bus,ivt_scheduled,38.000,derived
209,102,bus,ivt_scheduled,33.680,derived
209,103,bus,ivt_scheduled,31.000,derived
209,104,bus,ivt_scheduled,23.320,derived
209,301,bus,ivt_scheduled,52.000,derived
209,302,bus,ivt_scheduled,48.370,derived
209,303,bus,ivt_scheduled,44.370,derived
209,304,bus,ivt_scheduled,39.000,derived
210,201,bus,ivt_scheduled,,assumed
210,202,bus,ivt_scheduled,32.000,derived
210,203,bus,ivt_scheduled,27.580,derived
210,204,bus,ivt_scheduled,26.000,derived
210,205,bus,ivt_scheduled,24.000,derived
210,206,bus,ivt_scheduled,19.320,derived
210,207,bus,ivt_scheduled,17.350,derived
210,208,bus,ivt_scheduled,10.700,derived
210,209,bus,ivt_scheduled,6.000,derived
210,210,bus,ivt_scheduled,,not_skimmed
210,211,bus,ivt_scheduled,5.000,derived
210,212,bus,ivt_scheduled,12.000,derived
210,213,bus,ivt_scheduled,20.650,derived
210,214,bus,ivt_scheduled,25.980,derived
210,215,bus,ivt_scheduled,26.050,derived
210,216,bus,ivt_scheduled,25.330,derived
210,217,bus,ivt_scheduled,35.540,derived
210,101,bus,ivt_scheduled,28.620,derived
210,102,bus,ivt_scheduled,19.270,derived
210,103,bus,ivt_scheduled,16.580,derived
210,104,bus,ivt_scheduled,14.000,derived
210,301,bus,ivt_scheduled,58.630,derived
210,302,bus,ivt_scheduled,55.000,derived
210,303,bus,ivt_scheduled,51.000,derived
210,304,bus,ivt_scheduled,45.630,derived
211,201,bus,ivt_scheduled,,assumed
211,202,bus,ivt_scheduled,39.350,derived
211,203,bus,ivt_scheduled,35.930,derived
211,204,bus,ivt_scheduled,34.350,derived
211,205,bus,ivt_scheduled,32.350,derived
211,206,bus,ivt_scheduled,27.670,derived
211,207,bus,ivt_scheduled,25.700,derived
211,208,bus,ivt_scheduled,16.520,derived
211,209,bus,ivt_scheduled,14.350,derived
211,210,bus,ivt_scheduled,4.570,derived
211,211,bus,ivt_scheduled,,not_skimmed
211,212,bus,ivt_scheduled,4.150,derived
211,213,bus,ivt_scheduled,15.100,derived
211,214,bus,ivt_scheduled,19.980,derived
211,215,bus,ivt_scheduled,21.560,derived
211,216,bus,ivt_scheduled,28.380,derived
211,217,bus,ivt_scheduled,36.020,derived
211,101,bus,ivt_scheduled,23.620,derived
211,102,bus,ivt_scheduled,14.480,derived
211,103,bus,ivt_scheduled,12.430,derived
211,104,bus,ivt_scheduled,7.050,derived
211,301,bus,ivt_scheduled,69.470,derived
211,302,bus,ivt_scheduled,20.120,derived
211,303,bus,ivt_scheduled,15.080,derived
211,304,bus,ivt_scheduled,8.270,derived
212,201,bus,ivt_scheduled,,assumed
212,202,bus,ivt_scheduled,41.980,derived
212,203,bus,ivt_scheduled,38.570,derived
212,204,bus,ivt_scheduled,36.980,derived
212,205,bus,ivt_scheduled,34.980,derived
212,206,bus,ivt_scheduled,30.300,derived
212,207,bus,ivt_scheduled,28.330,derived
212,208,bus,ivt_scheduled,20.920,derived
212,209,bus,ivt_scheduled,16.980,derived
212,210,bus,ivt_scheduled,8.000,derived
212,211,bus,ivt_scheduled,2.630,derived
212,212,bus,ivt_scheduled,,not_skimmed
212,213,bus,ivt_scheduled,11.350,derived
212,214,bus,ivt_scheduled,18.330,derived
212,215,bus,ivt_scheduled,18.450,derived
212,216,bus,ivt_scheduled,25.480,derived
212,217,bus,ivt_scheduled,33.570,derived
212,101,bus,ivt_scheduled,16.720,derived
212,102,bus,ivt_scheduled,12.000,derived
212,103,bus,ivt_scheduled,9.450,derived
212,104,bus,ivt_scheduled,2.720,derived
212,301,bus,ivt_scheduled,70.050,derived
212,302,bus,ivt_scheduled,66.420,derived
212,303,bus,ivt_scheduled,62.420,derived
212,304,bus,ivt_scheduled,9.820,derived
213,201,bus,ivt_scheduled,,assumed
213,202,bus,ivt_scheduled,,assumed
213,203,bus,ivt_scheduled,,assumed
213,204,bus,ivt_scheduled,,assumed
213,205,bus,ivt_scheduled,,assumed
213,206,bus,ivt_scheduled,32.930,derived
213,207,bus,ivt_scheduled,31.330,derived
213,208,bus,ivt_scheduled,28.630,derived
213,209,bus,ivt_scheduled,23.280,derived
213,210,bus,ivt_scheduled,17.930,derived
213,211,bus,ivt_scheduled,12.450,derived
213,212,bus,ivt_scheduled,10.780,derived
213,213,bus,ivt_scheduled,,not_skimmed
213,214,bus,ivt_scheduled,7.630,derived
213,215,bus,ivt_scheduled,7.050,derived
213,216,bus,ivt_scheduled,16.320,derived
213,217,bus,ivt_scheduled,21.770,derived
213,101,bus,ivt_scheduled,23.170,derived
213,102,bus,ivt_scheduled,20.150,derived
213,103,bus,ivt_scheduled,17.150,derived
213,104,bus,ivt_scheduled,14.150,derived
213,301,bus,ivt_scheduled,36.250,derived
213,302,bus,ivt_scheduled,32.570,derived
213,303,bus,ivt_scheduled,21.150,derived
213,304,bus,ivt_scheduled,24.000,derived
214,201,bus,ivt_scheduled,,assumed
214,202,bus,ivt_scheduled,,assumed
214,203,bus,ivt_scheduled,,assumed
214,204,bus,ivt_scheduled,,assumed
214,205,bus,ivt_scheduled,,assumed
214,206,bus,ivt_scheduled,,assumed
214,207,bus,ivt_scheduled,,assumed
214,208,bus,ivt_scheduled,,assumed
214,209,bus,ivt_scheduled,,assumed
214,210,bus,ivt_scheduled,22.000,derived
214,211,bus,ivt_scheduled,17.830,derived
214,212,bus,ivt_scheduled,15.000,derived
214,213,bus,ivt_scheduled,2.380,derived
214,214,bus,ivt_scheduled,,not_skimmed
214,215,bus,ivt_scheduled,2.060,derived
214,216,bus,ivt_scheduled,,assumed
214,217,bus,ivt_scheduled,,assumed
214,101,bus,ivt_scheduled,50.000,derived
214,102,bus,ivt_scheduled,7.300,derived
214,103,bus,ivt_scheduled,8.030,derived
214,104,bus,ivt_scheduled,12.000,derived
214,301,bus,ivt_scheduled,,assumed
214,302,bus,ivt_scheduled,,assumed
214,303,bus,ivt_scheduled,,assumed
214,304,bus,ivt_scheduled,,assumed
215,201,bus,ivt_scheduled,,assumed
215,202,bus,ivt_scheduled,,assumed
215,203,bus,ivt_scheduled,,assumed
215,204,bus,ivt_scheduled,,assumed
215,205,bus,ivt_scheduled,,assumed
215,206,bus,ivt_scheduled,55.640,derived
215,207,bus,ivt_scheduled,52.480,derived
215,208,bus,ivt_scheduled,,assumed
215,209,bus,ivt_scheduled,,assumed
